Date,Close,High,Low,Open,Volume,Symbol,Security,Sector
2021-12-27,101.08248901367188,101.10801600462509,98.20633333893778,98.76794661624896,7745500,CVX,Chevron Corporation,Energy
2021-12-28,100.88677215576172,101.55049989487378,100.4442891603916,100.97187078251042,6516000,CVX,Chevron Corporation,Energy
2021-12-29,100.3677215576172,100.96337960217085,99.80610816419149,100.47834719743794,6957400,CVX,Chevron Corporation,Energy
2021-12-30,99.92520904541016,100.99738801614411,99.84862158715832,100.52086042242176,6016000,CVX,Chevron Corporation,Energy
2021-12-31,99.85714721679688,100.48683683403914,99.66994061629173,99.88267420920866,5706600,CVX,Chevron Corporation,Energy
2022-01-03,101.48243713378906,101.848339181046,99.8060953473356,99.9167144808359,10717700,CVX,Chevron Corporation,Energy
2022-01-04,103.32894897460938,103.79696542135346,101.8227981687377,102.06956339471554,16413100,CVX,Chevron Corporation,Energy
2022-01-05,104.0011978149414,105.37970731387044,103.8735563633814,104.01821364549625,15487100,CVX,Chevron Corporation,Energy
2022-01-06,104.88617706298828,105.78816545898168,103.50766098335416,105.19251396957364,13318500,CVX,Chevron Corporation,Energy
2022-01-07,106.39232635498048,106.82630471416888,104.6223812554915,105.13294708611988,14164600,CVX,Chevron Corporation,Energy
2022-01-10,106.46039581298828,106.95393928837078,105.39672788782624,106.49443396564712,12626100,CVX,Chevron Corporation,Energy
2022-01-11,108.89405822753906,108.91958521658609,106.22212517206374,107.09858642061536,14609000,CVX,Chevron Corporation,Energy
2022-01-12,108.34947204589844,109.28549203778992,107.61766798754007,108.9110853394561,12469200,CVX,Chevron Corporation,Energy
2022-01-13,107.89847564697266,109.00469287288097,107.60064343776476,108.1877902029745,9691300,CVX,Chevron Corporation,Energy
2022-01-14,109.73650360107422,109.94071954282076,107.86444406565664,107.86444406565664,13281000,CVX,Chevron Corporation,Energy
2022-01-18,110.09388732910156,110.62146245663428,108.8089746781596,110.35767489286792,12905500,CVX,Chevron Corporation,Energy
2022-01-19,109.69395446777344,110.74910479316276,109.3790999166762,110.57892051334788,12064300,CVX,Chevron Corporation,Energy
2022-01-20,109.3025131225586,111.3532679934152,108.81748080956848,109.1493511741432,11370400,CVX,Chevron Corporation,Energy
2022-01-21,107.99208068847656,109.25996455083994,107.41344507500476,108.71537358228784,13055700,CVX,Chevron Corporation,Energy
2022-01-24,108.2218246459961,108.6898411083272,104.52876640426446,105.89877114805532,19513700,CVX,Chevron Corporation,Energy
2022-01-25,112.82538604736328,112.95303399458273,106.59654666094036,108.17078045371618,19984500,CVX,Chevron Corporation,Energy
2022-01-26,112.91046142578124,114.62935215069726,111.97442860918704,113.0891503371694,17266500,CVX,Chevron Corporation,Energy
2022-01-27,115.19097900390624,116.57800615175962,113.67631689702306,114.4081209586587,20654100,CVX,Chevron Corporation,Energy
2022-01-28,111.14054107666016,112.37439334397553,108.97917344146612,110.6214705799543,24817800,CVX,Chevron Corporation,Energy
2022-01-31,111.75321197509766,112.20420615086488,110.05134324111472,110.78314731609647,16401800,CVX,Chevron Corporation,Energy
2022-02-01,114.69744873046876,115.50584684484492,111.05545032549236,111.32775558175156,16169700,CVX,Chevron Corporation,Energy
