Date,Close,High,Low,Open,Volume,Symbol,Security,Sector,Weight,Return,LogReturn,Year,YearWeight
2021-01-28,133.45057678222656,138.22050212672593,133.07093096645875,135.81607367562873,142621100,AAPL,Apple Inc.,Information Technology,0.0674,-0.03498522104001334,-0.03561186277598216,2021,0.05
2021-01-29,128.456787109375,133.10988846080656,126.7532453845792,132.22404319902353,177523800,AAPL,Apple Inc.,Information Technology,0.0674,-0.037420517717212665,-0.038138637234551555,2021,0.05
2021-02-01,130.57888793945312,131.7859741111612,127.45409959233686,130.19924214528973,106239800,AAPL,Apple Inc.,Information Technology,0.0674,0.01651995879572521,0.016384988714679503,2021,0.05
2021-02-02,131.40634155273438,132.6912909648265,131.03642489675576,132.12668680443446,83305400,AAPL,Apple Inc.,Information Technology,0.0674,0.006336810079627275,0.006316816916103265,2021,0.05
2021-02-03,130.38421630859375,132.165635975879,130.0629752354402,132.15589194554707,89880900,AAPL,Apple Inc.,Information Technology,0.0674,-0.007778355534922454,-0.007808764734017301,2021,0.05
2021-02-04,133.74261474609375,133.75234392204015,131.01694525702797,132.68155527349182,84183100,AAPL,Apple Inc.,Information Technology,0.0674,0.02575770697237867,0.02543156581169207,2021,0.05
2021-02-05,133.32827758789062,133.97171978594034,132.45086722756864,133.90348403057772,75693800,AAPL,Apple Inc.,Information Technology,0.0674,-0.003098018974653116,-0.003102827769830903,2021,0.05
2021-02-08,133.47451782226562,133.52326614630692,131.53444758226135,132.61659492201852,71297200,AAPL,Apple Inc.,Information Technology,0.0674,0.0010968433480182949,0.0010962422548497926,2021,0.05
2021-02-09,132.59706115722656,134.4201468877061,132.44108738356064,133.1917548672735,76774200,AAPL,Apple Inc.,Information Technology,0.0674,-0.006573963924765613,-0.006595667597340831,2021,0.05
2021-02-10,131.99267578125,133.55253314014962,131.02751236689184,133.05532098310047,73046600,AAPL,Apple Inc.,Information Technology,0.0674,-0.0045580601161281376,-0.004568479746395862,2021,0.05
2021-02-11,131.7391815185547,132.9675589258699,130.4133074654321,132.4898491628531,64280000,AAPL,Apple Inc.,Information Technology,0.0674,-0.001920517643838271,-0.0019223642024594602,2021,0.05
2021-02-12,131.97315979003906,132.12914848493614,130.33532312132203,130.9787653308469,60145100,AAPL,Apple Inc.,Information Technology,0.0674,0.0017760719991373186,0.0017744966482794774,2021,0.05
2021-02-16,129.84788513183594,132.5971155475775,129.45791334796667,132.09017454240117,80576300,AAPL,Apple Inc.,Information Technology,0.0674,-0.016103840065542885,-0.016234916020303032,2021,0.05
2021-02-17,127.55682373046876,128.90220010245756,126.22120594870576,127.95653915633494,97918500,AAPL,Apple Inc.,Information Technology,0.0674,-0.017644194967373017,-0.017801709335081968,2021,0.05
2021-02-18,126.45520782470705,126.7379243413023,124.2129184957959,125.95799567786774,96856700,AAPL,Apple Inc.,Information Technology,0.0674,-0.008636275767492152,-0.008673784510432131,2021,0.05
2021-02-19,126.61116790771484,127.43010109713762,125.56802514842084,126.9718936149738,87668800,AAPL,Apple Inc.,Information Technology,0.0674,0.0012333227368854782,0.001232562819150525,2021,0.05
2021-02-22,122.83828735351562,126.46494274164388,122.44832304893023,124.79784515359262,103916400,AAPL,Apple Inc.,Information Technology,0.0674,-0.029798955467729482,-0.030251966556190713,2021,0.05
2021-02-23,122.7017822265625,123.5304515985531,115.41922654111876,120.6544792375418,158273000,AAPL,Apple Inc.,Information Technology,0.0674,-0.0011112587931177975,-0.0011118766989817383,2021,0.05
2021-02-24,122.20458984375,122.40931941932187,119.16288479188184,121.804881845143,111039900,AAPL,Apple Inc.,Information Technology,0.0674,-0.004052038803270652,-0.004060270556950821,2021,0.05
2021-02-25,117.95401763916016,123.28676110444664,117.51531238329022,121.551427513919,148199500,AAPL,Apple Inc.,Information Technology,0.0674,-0.03478242683048649,-0.03540173863206833,2021,0.05
2021-02-26,118.21721649169922,121.71712880247114,118.15871701805524,119.51383705660506,164560400,AAPL,Apple Inc.,Information Technology,0.0674,0.0022313682722043815,0.002228882467165493,2021,0.05
2021-03-01,124.5833740234375,124.71986041672858,119.70883872604009,120.6447486105863,116307900,AAPL,Apple Inc.,Information Technology,0.0674,0.05385135702451005,0.05245141268288174,2021,0.05
2021-03-02,121.98035430908205,125.49001767022229,121.87311395477931,125.18779891061432,102260900,AAPL,Apple Inc.,Information Technology,0.0674,-0.020893796903154627,-0.02111516113319752,2021,0.05
2021-03-03,118.99713897705078,122.55555080343936,118.78265825970878,121.67813306792648,112966300,AAPL,Apple Inc.,Information Technology,0.0674,-0.02445652292886602,-0.024760550900213882,2021,0.05
2021-03-04,117.11556243896484,120.49849054949536,115.64345838509745,118.69491428410296,178155000,AAPL,Apple Inc.,Information Technology,0.0674,-0.01581194770110239,-0.015938290129229517,2021,0.05
2021-03-05,118.37319946289062,118.88015523948292,114.61980921267136,117.9442454649468,153766600,AAPL,Apple Inc.,Information Technology,0.0674,0.01073842790603674,0.010681180456172518,2021,0.05
2021-03-08,113.4401626586914,117.96372988743823,113.29392514231552,117.89548670485604,154376600,AAPL,Apple Inc.,Information Technology,0.0674,-0.04167359526127956,-0.042566844282788265,2021,0.05
2021-03-09,118.0514678955078,118.99712873808402,115.80918658429786,116.04316214765258,129525800,AAPL,Apple Inc.,Information Technology,0.0674,0.04064967052886259,0.039845201320778484,2021,0.05
2021-03-10,116.96932983398438,119.10437082693088,116.45262294368769,118.63641969338748,111943300,AAPL,Apple Inc.,Information Technology,0.0674,-0.00916666332756888,-0.009208935715320497,2021,0.05
2021-03-11,118.89965057373048,120.1182842596345,118.21721868480412,119.46509838909788,103026500,AAPL,Apple Inc.,Information Technology,0.0674,0.01650279387328135,0.016368102605144593,2021,0.05
2021-03-12,117.99299621582033,118.1294826044811,116.1699248367297,117.3788074668468,88105100,AAPL,Apple Inc.,Information Technology,0.0674,-0.007625374452618239,-0.007654596266688418,2021,0.05
2021-03-15,120.87870025634766,120.88845140763532,117.39828304156516,118.36344619441722,92403800,AAPL,Apple Inc.,Information Technology,0.0674,0.02445657058533457,0.02416229695919308,2021,0.05
2021-03-16,122.4190673828125,124.02766536377308,121.5903979495752,122.54580261068884,115227900,AAPL,Apple Inc.,Information Technology,0.0674,0.012743081479186902,0.01266257165712315,2021,0.05
2021-03-17,121.62939453125,122.70179070070944,119.2701140328994,120.93721148152662,111932600,AAPL,Apple Inc.,Information Technology,0.0674,-0.00645057071945454,-0.006471465554969259,2021,0.05
2021-03-18,117.50554656982422,120.08905176241495,117.30081698009522,119.79657666968748,121229700,AAPL,Apple Inc.,Information Technology,0.0674,-0.03390502745918256,-0.034493134342602066,2021,0.05
2021-03-19,116.97908020019533,118.3829485565644,116.6768614326796,116.89134214689705,185549500,AAPL,Apple Inc.,Information Technology,0.0674,-0.004480353353499389,-0.004490420216574772,2021,0.05
2021-03-22,120.29376220703124,120.76172079332808,117.2423062772656,117.31054946298084,111912300,AAPL,Apple Inc.,Information Technology,0.0674,0.02833568191135738,0.02794165255505227,2021,0.05
2021-03-23,119.465087890625,121.12242658262932,119.07512365781542,120.2352652049879,95467100,AAPL,Apple Inc.,Information Technology,0.0674,-0.006888755503215882,-0.0069125925140425875,2021,0.05
2021-03-24,117.07658386230467,119.8160777258849,117.05708899403656,119.73808337691132,88530500,AAPL,Apple Inc.,Information Technology,0.0674,-0.01999332248855079,-0.02019589355354012,2021,0.05
2021-03-25,117.56403350830078,118.6071911560223,116.01393492282536,116.54038560410484,98844700,AAPL,Apple Inc.,Information Technology,0.0674,0.004163511010616849,0.004154867581684521,2021,0.05
2021-03-26,118.1684799194336,118.4317089821302,115.93594193373995,117.33005928068576,94071200,AAPL,Apple Inc.,Information Technology,0.0674,0.005141422874795687,0.005128250889413824,2021,0.05
2021-03-29,118.3439483642578,119.50408995901203,117.70051367598909,118.59742624167248,80819200,AAPL,Apple Inc.,Information Technology,0.0674,0.0014849005838428742,0.0014837992091240935,2021,0.05
2021-03-30,116.891357421875,117.3788109495409,115.87745319177584,117.0960870109406,85671900,AAPL,Apple Inc.,Information Technology,0.0674,-0.012274315353344334,-0.012350266904135985,2021,0.05
2021-03-31,119.08487701416016,120.42049468098196,118.10997013305848,118.5974235736093,118323800,AAPL,Apple Inc.,Information Technology,0.0674,0.018765455724570668,0.01859155672123521,2021,0.05
2021-04-01,119.91357421875,121.06396490308204,119.41636951131429,120.55701647989632,75089100,AAPL,Apple Inc.,Information Technology,0.0674,0.006958878619753639,0.006934777371106544,2021,0.05
2021-04-05,122.74079132080078,122.99426922039768,119.98180275866348,120.76173132452315,88651200,AAPL,Apple Inc.,Information Technology,0.0674,0.023577123111127474,0.023303475611703817,2021,0.05
2021-04-06,123.04299926757812,123.93991183273825,122.4970537823414,123.32572316184697,80171300,AAPL,Apple Inc.,Information Technology,0.0674,0.002462163910834425,0.0024591377515215005,2021,0.05
2021-04-07,124.69058990478516,124.71008476944756,121.9998448664795,122.6725329855432,83466700,AAPL,Apple Inc.,Information Technology,0.0674,0.013390364726269866,0.01330150614617729,2021,0.05
2021-04-08,127.0888900756836,127.1181360985941,125.2950645829636,125.7142674952822,88844600,AAPL,Apple Inc.,Information Technology,0.0674,0.019234010944448876,0.01905137551490714,2021,0.05
2021-04-09,129.66261291503906,129.70160264420477,126.22119287511026,126.5429139253456,106686700,AAPL,Apple Inc.,Information Technology,0.0674,0.020251359798820978,0.020049028112319844,2021,0.05
2021-04-12,127.94680786132812,129.5164088223705,127.35211395991703,129.19468770758402,91420000,AAPL,Apple Inc.,Information Technology,0.0674,-0.013232843416746576,-0.013321177629852222,2021,0.05
2021-04-13,131.0567169189453,131.28095619861375,128.619449864356,129.11666186406666,91266500,AAPL,Apple Inc.,Information Technology,0.0674,0.0243062653113455,0.02401556911776096,2021,0.05
2021-04-14,128.71694946289062,131.6124239805342,128.35623869078685,131.55393195001986,87222800,AAPL,Apple Inc.,Information Technology,0.0674,-0.017853090715691966,-0.018014379694439475,2021,0.05
2021-04-15,131.125,131.6124535315985,130.2865793306145,130.4620703374586,89347100,AAPL,Apple Inc.,Information Technology,0.0674,0.01870810757369301,0.018535263327371522,2021,0.05
2021-04-16,130.7935028076172,131.29069993150603,129.93558004398386,130.92998916765907,84922400,AAPL,Apple Inc.,Information Technology,0.0674,-0.002528100609211159,-0.002531301651732807,2021,0.05
2021-04-19,131.45645141601562,132.07064756343885,129.99409097045535,130.15982336917756,94264200,AAPL,Apple Inc.,Information Technology,0.0674,0.005068666211758055,0.005055863765834653,2021,0.05
2021-04-20,129.76986694335938,132.12914001786334,128.5024849113631,131.63194282012853,94812300,AAPL,Apple Inc.,Information Technology,0.0674,-0.012829986314774167,-0.012913001408609195,2021,0.05
2021-04-21,130.1500701904297,130.39379691363274,128.00527800142257,129.0386769276597,68847100,AAPL,Apple Inc.,Information Technology,0.0674,0.0029298269006954314,0.0029255433225834236,2021,0.05
2021-04-22,128.62924194335938,130.7837782500738,128.11254238332913,129.70163080104982,84566500,AAPL,Apple Inc.,Information Technology,0.0674,-0.011685189603394819,-0.011753997982641777,2021,0.05
2021-04-23,130.94949340820312,131.72940697661994,128.84369107132306,128.84369107132306,78657500,AAPL,Apple Inc.,Information Technology,0.0674,0.018038289192946033,0.01787752959482825,2021,0.05
2021-04-26,131.33949279785156,131.67095765954295,130.20859693053708,131.44673317968144,66905100,AAPL,Apple Inc.,Information Technology,0.0674,0.0029782428285745066,0.0029738166493815076,2021,0.05
2021-04-27,131.0177459716797,132.01215523774303,130.7447732125093,131.62218352757128,66015800,AAPL,Apple Inc.,Information Technology,0.0674,-0.00244973403899984,-0.0024527395468974386,2021,0.05
2021-04-28,130.22805786132812,131.63192609526544,129.740604439872,130.93973569140266,107760100,AAPL,Apple Inc.,Information Technology,0.0674,-0.006027337018317036,-0.006045574734250827,2021,0.05
2021-04-29,130.13059997558594,133.63052788949472,129.12644681845208,133.04557765920794,151101000,AAPL,Apple Inc.,Information Technology,0.0674,-0.0007483631971687554,-0.0007486433606909603,2021,0.05
2021-04-30,128.16127014160156,130.20856574635297,127.78105703815494,128.47323262027362,109839500,AAPL,Apple Inc.,Information Technology,0.0674,-0.015133487698925863,-0.015249167500305465,2021,0.05
2021-05-03,129.21417236328125,130.70579381831388,128.52199669631204,128.72671884393358,75135100,AAPL,Apple Inc.,Information Technology,0.0674,0.00821544777541905,0.00818188468293162,2021,0.05
2021-05-04,124.64185333251952,128.19052150938094,123.52070884107248,127.89804644623833,137564700,AAPL,Apple Inc.,Information Technology,0.0674,-0.035385584623850774,-0.03602682705073262,2021,0.05
2021-05-05,124.88558959960938,127.17661206810328,124.7588469324174,125.95797834787253,84000900,AAPL,Apple Inc.,Information Technology,0.0674,0.0019554929630227758,0.0019535834755795,2021,0.05
2021-05-06,126.48445892333984,126.4942026395093,123.93994323032072,124.68087474651954,78128300,AAPL,Apple Inc.,Information Technology,0.0674,0.012802672661085479,0.01272141128767108,2021,0.05
2021-05-07,127.15826416015624,128.18364330353234,126.44536250089044,127.78326383187957,78973300,AAPL,Apple Inc.,Information Technology,0.0674,0.005327178078255335,0.005313038857651843,2021,0.05
2021-05-10,123.8769989013672,126.50394796231056,123.83793549239248,126.3770049216638,88071200,AAPL,Apple Inc.,Information Technology,0.0674,-0.025804577315213018,-0.02614335615821293,2021,0.05
2021-05-11,122.95905303955078,123.31060887111242,119.89263831181256,120.605532592438,126142800,AAPL,Apple Inc.,Information Technology,0.0674,-0.007410139654313919,-0.00743773112811539,2021,0.05
2021-05-12,119.89261627197266,121.71879146016067,119.3848068747701,120.5078556279214,112172300,AAPL,Apple Inc.,Information Technology,0.0674,-0.02493868236437846,-0.025254920079086883,2021,0.05
2021-05-13,122.0410614013672,123.1934058703671,121.34770266713772,121.66020248327752,105861300,AAPL,Apple Inc.,Information Technology,0.0674,0.01791974515362038,0.017761079218681218,2021,0.05
2021-05-14,124.46292877197266,124.8926187981441,122.90042974578068,123.29105636497444,81918000,AAPL,Apple Inc.,Information Technology,0.0674,0.0198446927845084,0.019650353727176093,2021,0.05
2021-05-17,123.3105926513672,123.95512773405063,122.23637496414496,123.84770522027009,74244600,AAPL,Apple Inc.,Information Technology,0.0674,-0.009258468621742288,-0.009301594635979299,2021,0.05
2021-05-18,121.9238739013672,124.01371786549493,121.8555147978895,123.59379552967953,63342900,AAPL,Apple Inc.,Information Technology,0.0674,-0.011245739073857508,-0.011309450502587975,2021,0.05
2021-05-19,121.76763153076172,121.99223682754791,119.9805196188087,120.2734914717984,92612000,AAPL,Apple Inc.,Information Technology,0.0674,-0.0012814747891940481,-0.0012822965801563431,2021,0.05
2021-05-20,124.3262176513672,124.72661200774762,122.16801458440844,122.29497252696002,76857100,AAPL,Apple Inc.,Information Technology,0.0674,0.021012038161874802,0.020794329673132838,2021,0.05
2021-05-21,122.49028778076172,125.00005419589024,122.27544274551911,124.8242725716539,79295400,AAPL,Apple Inc.,Information Technology,0.0674,-0.014767037116449222,-0.014877155232581282,2021,0.05
2021-05-24,124.12115478515624,124.94147157268772,122.98834558881246,123.05670470022471,63092900,AAPL,Apple Inc.,Information Technology,0.0674,0.013314255635626493,0.013226399897427969,2021,0.05
2021-05-25,123.92583465576172,125.31255964913692,123.35942638033973,124.82427074399982,72009500,AAPL,Apple Inc.,Information Technology,0.0674,-0.0015736248162740996,-0.0015748642642600258,2021,0.05
2021-05-26,123.8769989013672,124.40434374665044,123.45707656811848,123.98442141340176,56575900,AAPL,Apple Inc.,Information Technology,0.0674,-0.00039407242670719267,-0.00039415009365087564,2021,0.05
2021-05-27,122.34381103515624,124.6485003034277,122.14850141604892,123.476627687615,94625600,AAPL,Apple Inc.,Information Technology,0.0674,-0.01237669526876184,-0.01245392445129318,2021,0.05
2021-05-28,121.6894989013672,122.85161109201668,121.63090751379944,122.62699835536804,71311100,AAPL,Apple Inc.,Information Technology,0.0674,-0.0053481424867581895,-0.005362494996504217,2021,0.05
2021-06-01,121.36724090576172,122.41216295280358,121.0352130826755,122.14849423744592,67637100,AAPL,Apple Inc.,Information Technology,0.0674,-0.0026481988874543783,-0.0026517115690182494,2021,0.05
2021-06-02,122.12896728515624,122.30474892445967,121.14264401239464,121.36724933170292,59278900,AAPL,Apple Inc.,Information Technology,0.0674,0.006276210727950593,0.006256597339792783,2021,0.05
2021-06-03,120.6445770263672,121.9238719931058,120.24418267613343,121.7578580944845,76229200,AAPL,Apple Inc.,Information Technology,0.0674,-0.012154284866121579,-0.01222875219969778,2021,0.05
2021-06-04,122.93950653076172,123.20318269390796,120.94731726161272,121.16216229807738,75169300,AAPL,Apple Inc.,Information Technology,0.0674,0.01902223507230616,0.018843574485651233,2021,0.05
2021-06-07,122.94927215576172,123.35942679081124,121.90435013756394,123.21294086384106,71057600,AAPL,Apple Inc.,Information Technology,0.0674,7.943439237378946e-05,7.943123762950592e-05,2021,0.05
2021-06-08,123.76958465576172,125.44928155152505,123.2520074907996,123.63286644051075,74403800,AAPL,Apple Inc.,Information Technology,0.0674,0.006671958976387948,0.0066497999661617605,2021,0.05
2021-06-09,124.15045166015624,124.75592340310972,123.5547476333784,124.2285784883924,56877900,AAPL,Apple Inc.,Information Technology,0.0674,0.003077226165489888,0.0030725011957717895,2021,0.05
2021-06-10,123.15435028076172,125.18560293992084,122.98833637271277,124.04301866252897,71186400,AAPL,Apple Inc.,Information Technology,0.0674,-0.008023340761749265,-0.00805570096777423,2021,0.05
2021-06-11,124.36528778076172,124.45318231886102,123.14458411693292,123.56450647531338,53522400,AAPL,Apple Inc.,Information Technology,0.0674,0.00983268148660077,0.009784655235266107,2021,0.05
2021-06-14,127.42191314697266,127.4805045322462,124.0918377902917,124.82425990854335,96906500,AAPL,Apple Inc.,Information Technology,0.0674,0.024577801577553737,0.02428062683594635,2021,0.05
2021-06-15,126.60162353515624,127.53913054805692,126.3574827913056,126.89459540801074,62746300,AAPL,Apple Inc.,Information Technology,0.0674,-0.006437586687858543,-0.006458397310577698,2021,0.05
2021-06-16,127.09968566894533,127.82234775104462,125.44930649285384,127.31453075007832,91815000,AAPL,Apple Inc.,Information Technology,0.0674,0.0039340896260369185,0.003926371331795692,2021,0.05
2021-06-17,128.70120239257812,129.44339964312107,126.61135863661735,126.75785199451342,96721700,AAPL,Apple Inc.,Information Technology,0.0674,0.01260047745361259,0.012521752066114989,2021,0.05
2021-06-18,127.40237426757812,128.4277531644962,127.18752928507848,127.64651493849462,108953300,AAPL,Apple Inc.,Information Technology,0.0674,-0.010091810339410645,-0.010143077870485764,2021,0.05
2021-06-21,129.19931030273438,129.30673284742429,126.1817336853154,127.24618396376992,79663300,AAPL,Apple Inc.,Information Technology,0.0674,0.014104415600467712,0.014005873832494926,2021,0.05
2021-06-22,130.83987426757812,130.93753650393603,128.5351855604838,129.03324210427792,74783600,AAPL,Apple Inc.,Information Technology,0.0674,0.01269793128925878,0.01261798858642302,2021,0.05
2021-06-23,130.5664520263672,131.171931135257,130.10746628787817,130.63481857945425,60214200,AAPL,Apple Inc.,Information Technology,0.0674,-0.002089747049525359,-0.0020919336176714967,2021,0.05
2021-06-24,130.28326416015625,131.4844323925828,129.81450322458238,131.2988830515641,68711000,AAPL,Apple Inc.,Information Technology,0.0674,-0.0021689175267912697,-0.002171273034961897,2021,0.05
2021-06-25,129.9902801513672,130.7519979740222,129.69730831930764,130.33208310563106,70783700,AAPL,Apple Inc.,Information Technology,0.0674,-0.0022488230601046544,-0.002251355460007697,2021,0.05
2021-06-28,131.6211395263672,132.08012525724726,130.22466180559726,130.28325319231956,62111300,AAPL,Apple Inc.,Information Technology,0.0674,0.012546010156305076,0.012467961095778883,2021,0.05
