Ticker,Weight
JNJ,0.9263361044522127
GE,0.06974761338765033
LLY,0.00391628216013708
META,0.0
MSFT,0.0
NEE,0.0
NEM,0.0
NVDA,0.0
PG,0.0
AAPL,0.0
RTX,0.0
SHW,0.0
SO,0.0
TSLA,0.0
V,0.0
WELL,0.0
WMT,0.0
PLD,0.0
LIN,0.0
ABBV,0.0
JPM,0.0
HD,0.0
GOOGL,0.0
GOOG,0.0
CVX,0.0
COST,0.0
COP,0.0
CEG,0.0
CAT,0.0
BRK-B,0.0
AMZN,0.0
AMT,0.0
XOM,0.0
